Documents ID;Automaton Time (µs);Automaton Memory;Result
basicTypes.json-invalid-1164.json;103;0;true
basicTypes.json-invalid-1165.json;90;0;true
basicTypes.json-invalid-1166.json;94;0;true
basicTypes.json-invalid-1167.json;130;0;true
basicTypes.json-invalid-1168.json;130;0;true
basicTypes.json-invalid-1169.json;87;0;true
basicTypes.json-invalid-117.json;143;0;true
basicTypes.json-invalid-1170.json;102;0;true
basicTypes.json-invalid-1171.json;180;0;true
basicTypes.json-invalid-1172.json;127;0;true
basicTypes.json-invalid-1173.json;132;39;true
basicTypes.json-invalid-1174.json;123;493;true
basicTypes.json-invalid-1175.json;87;0;true
basicTypes.json-invalid-1176.json;93;0;true
basicTypes.json-invalid-1177.json;126;0;true
basicTypes.json-invalid-1178.json;112;0;true
basicTypes.json-invalid-1179.json;128;0;true
basicTypes.json-invalid-118.json;94;0;true
basicTypes.json-invalid-1180.json;81;0;true
basicTypes.json-invalid-1181.json;73;0;true
basicTypes.json-invalid-1182.json;168;0;true
basicTypes.json-invalid-1183.json;176;0;true
basicTypes.json-invalid-1184.json;70;0;true
basicTypes.json-invalid-1185.json;59;0;true
basicTypes.json-invalid-1186.json;98;492;true
basicTypes.json-invalid-1187.json;65;0;true
basicTypes.json-invalid-1188.json;74;0;true
basicTypes.json-invalid-1189.json;121;0;true
basicTypes.json-invalid-119.json;86;0;true
basicTypes.json-invalid-1190.json;149;0;true
basicTypes.json-invalid-1191.json;114;0;true
basicTypes.json-invalid-1192.json;92;0;true
basicTypes.json-invalid-1193.json;109;0;true
basicTypes.json-invalid-1194.json;126;0;true
basicTypes.json-invalid-1195.json;77;0;true
basicTypes.json-invalid-1196.json;69;0;true
basicTypes.json-invalid-1197.json;188;0;true
basicTypes.json-invalid-1198.json;89;0;true
basicTypes.json-invalid-1199.json;78;0;true
basicTypes.json-invalid-12.json;107;39;true
basicTypes.json-invalid-120.json;120;493;true
basicTypes.json-invalid-1200.json;92;0;true
basicTypes.json-invalid-1201.json;87;0;true
basicTypes.json-invalid-1202.json;99;0;true
basicTypes.json-invalid-1203.json;110;0;true
basicTypes.json-invalid-1204.json;132;0;true
basicTypes.json-invalid-1205.json;112;0;true
basicTypes.json-invalid-1206.json;81;0;true
basicTypes.json-invalid-1207.json;81;0;true
basicTypes.json-invalid-1208.json;102;0;true
basicTypes.json-invalid-1209.json;75;0;true
basicTypes.json-invalid-121.json;93;0;true
basicTypes.json-invalid-1210.json;191;0;true
basicTypes.json-invalid-1211.json;76;0;true
basicTypes.json-invalid-1212.json;100;0;true
basicTypes.json-invalid-1213.json;93;0;true
basicTypes.json-invalid-1214.json;90;0;true
basicTypes.json-invalid-1215.json;118;0;true
basicTypes.json-invalid-1216.json;88;0;true
basicTypes.json-invalid-1217.json;89;0;true
basicTypes.json-invalid-1218.json;89;0;true
basicTypes.json-invalid-1219.json;81;0;true
